statement,object_1,object_2,correct_object_2,correct,negation,real_object,fake_object,fictional_object,category,freq_1,freq_2
Modafinil is indicated for the treatment of appendicitis.,Modafinil,appendicitis,"EDS, narcolepsy",false,false,true,false,false,indications,2.25,2.76
Etelcalcetide is not indicated for the treatment of HPT.,Etelcalcetide,HPT,"HPT, chronic kidney disease",false,true,true,false,false,indications,1.0,1.91
Etelcalcetide is indicated for the treatment of HPT.,Etelcalcetide,HPT,"HPT, chronic kidney disease",true,false,true,false,false,indications,1.0,1.91
Etelcalcetide is not indicated for the treatment of liver failure.,Etelcalcetide,liver failure,"HPT, chronic kidney disease",true,true,true,false,false,indications,1.0,4.07
Etelcalcetide is indicated for the treatment of priapism.,Etelcalcetide,priapism,"HPT, chronic kidney disease",false,false,true,false,false,indications,1.0,1.95
Etelcalcetide is not indicated for the treatment of chronic kidney disease.,Etelcalcetide,chronic kidney disease,"HPT, chronic kidney disease",false,true,true,false,false,indications,1.0,3.77
Etelcalcetide is indicated for the treatment of chronic kidney disease.,Etelcalcetide,chronic kidney disease,"HPT, chronic kidney disease",true,false,true,false,false,indications,1.0,3.77
Etelcalcetide is not indicated for the treatment of retinal branch vein thrombosis.,Etelcalcetide,retinal branch vein thrombosis,"HPT, chronic kidney disease",true,true,true,false,false,indications,1.0,2.63
Etelcalcetide is indicated for the treatment of varicella zoster.,Etelcalcetide,varicella zoster,"HPT, chronic kidney disease",false,false,true,false,false,indications,1.0,1.94
Efavirenz is not indicated for the treatment of AIDS.,Efavirenz,AIDS,"AIDS, HIV infection",false,true,true,false,false,indications,1.55,4.25
Efavirenz is indicated for the treatment of AIDS.,Efavirenz,AIDS,"AIDS, HIV infection",true,false,true,false,false,indications,1.55,4.25
Efavirenz is not indicated for the treatment of hypocalcemia.,Efavirenz,hypocalcemia,"AIDS, HIV infection",true,true,true,false,false,indications,1.55,1.53
Efavirenz is not indicated for the treatment of HIV infection.,Efavirenz,HIV infection,"AIDS, HIV infection",false,true,true,false,false,indications,1.55,3.94
Efavirenz is indicated for the treatment of HIV infection.,Efavirenz,HIV infection,"AIDS, HIV infection",true,false,true,false,false,indications,1.55,3.94
Efavirenz is not indicated for the treatment of posttraumatic stress disorder.,Efavirenz,posttraumatic stress disorder,"AIDS, HIV infection",true,true,true,false,false,indications,1.55,2.35
Efavirenz is indicated for the treatment of epileptic.,Efavirenz,epileptic,"AIDS, HIV infection",false,false,true,false,false,indications,1.55,2.92
Tranexamic acid is not indicated for the treatment of bleeding.,Tranexamic acid,bleeding,bleeding,false,true,true,false,false,indications,1.54,4.08
Tranexamic acid is indicated for the treatment of bleeding.,Tranexamic acid,bleeding,bleeding,true,false,true,false,false,indications,1.54,4.08
Tranexamic acid is not indicated for the treatment of psychoses.,Tranexamic acid,psychoses,bleeding,true,true,true,false,false,indications,1.54,1.88
Tranexamic acid is indicated for the treatment of myocardial infarction.,Tranexamic acid,myocardial infarction,bleeding,false,false,true,false,false,indications,1.54,2.58
Piracetam is not indicated for the treatment of myoclonus.,Piracetam,myoclonus,myoclonus,false,true,true,false,false,indications,1.77,1.68
Piracetam is indicated for the treatment of myoclonus.,Piracetam,myoclonus,myoclonus,true,false,true,false,false,indications,1.77,1.68
Piracetam is not indicated for the treatment of Herpes Zoster.,Piracetam,Herpes Zoster,myoclonus,true,true,true,false,false,indications,1.77,2.22
Vemurafenib is not indicated for the treatment of melanoma.,Vemurafenib,melanoma,melanoma,false,true,true,false,false,indications,1.24,3.18
Vemurafenib is indicated for the treatment of melanoma.,Vemurafenib,melanoma,melanoma,true,false,true,false,false,indications,1.24,3.18
Vemurafenib is not indicated for the treatment of squamous cell carcinoma.,Vemurafenib,squamous cell carcinoma,melanoma,true,true,true,false,false,indications,1.24,2.53
Vemurafenib is indicated for the treatment of dysmenorrhea.,Vemurafenib,dysmenorrhea,melanoma,false,false,true,false,false,indications,1.24,1.75
Acetaminophen is not indicated for the treatment of fever.,Acetaminophen,fever,"fever, pain",false,true,true,false,false,indications,2.69,4.22
Acetaminophen is indicated for the treatment of fever.,Acetaminophen,fever,"fever, pain",true,false,true,false,false,indications,2.69,4.22
Acetaminophen is not indicated for the treatment of coronary occlusion.,Acetaminophen,coronary occlusion,"fever, pain",true,true,true,false,false,indications,2.69,2.66
Acetaminophen is indicated for the treatment of cardiovascular complaints.,Acetaminophen,cardiovascular complaints,"fever, pain",false,false,true,false,false,indications,2.69,3.57
Acetaminophen is not indicated for the treatment of pain.,Acetaminophen,pain,"fever, pain",false,true,true,false,false,indications,2.69,5.03
Acetaminophen is indicated for the treatment of pain.,Acetaminophen,pain,"fever, pain",true,false,true,false,false,indications,2.69,5.03
Acetaminophen is not indicated for the treatment of bacteriuria.,Acetaminophen,bacteriuria,"fever, pain",true,true,true,false,false,indications,2.69,1.24
Acetaminophen is indicated for the treatment of acute myocardial infarction.,Acetaminophen,acute myocardial infarction,"fever, pain",false,false,true,false,false,indications,2.69,2.57
Phenylacetic acid is not indicated for the treatment of encephalopathy.,Phenylacetic acid,encephalopathy,"encephalopathy, hyperammonemia",false,true,true,false,false,indications,1.21,2.67
Phenylacetic acid is indicated for the treatment of encephalopathy.,Phenylacetic acid,encephalopathy,"encephalopathy, hyperammonemia",true,false,true,false,false,indications,1.21,2.67
Phenylacetic acid is not indicated for the treatment of hemorrhagic disease.,Phenylacetic acid,hemorrhagic disease,"encephalopathy, hyperammonemia",true,true,true,false,false,indications,1.21,2.81
Phenylacetic acid is indicated for the treatment of organic brain disorders.,Phenylacetic acid,organic brain disorders,"encephalopathy, hyperammonemia",false,false,true,false,false,indications,1.21,3.91
Phenylacetic acid is not indicated for the treatment of hyperammonemia.,Phenylacetic acid,hyperammonemia,"encephalopathy, hyperammonemia",false,true,true,false,false,indications,1.21,1.3
Phenylacetic acid is indicated for the treatment of hyperammonemia.,Phenylacetic acid,hyperammonemia,"encephalopathy, hyperammonemia",true,false,true,false,false,indications,1.21,1.3
Phenylacetic acid is not indicated for the treatment of panic disorder.,Phenylacetic acid,panic disorder,"encephalopathy, hyperammonemia",true,true,true,false,false,indications,1.21,3.98
Phenylacetic acid is indicated for the treatment of chronic pain.,Phenylacetic acid,chronic pain,"encephalopathy, hyperammonemia",false,false,true,false,false,indications,1.21,4.14
Griseofulvin is not indicated for the treatment of ringworm infections.,Griseofulvin,ringworm infections,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",false,true,true,false,false,indications,1.44,2.28
Griseofulvin is indicated for the treatment of ringworm infections.,Griseofulvin,ringworm infections,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",true,false,true,false,false,indications,1.44,2.28
Griseofulvin is not indicated for the treatment of shock.,Griseofulvin,shock,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",true,true,true,false,false,indications,1.44,4.46
Griseofulvin is indicated for the treatment of cardiac dysrhythmias.,Griseofulvin,cardiac dysrhythmias,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",false,false,true,false,false,indications,1.44,1.07
Griseofulvin is not indicated for the treatment of histoplasmosis.,Griseofulvin,histoplasmosis,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",true,true,true,false,false,indications,1.44,1.63
Griseofulvin is indicated for the treatment of hyperuricemia.,Griseofulvin,hyperuricemia,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",false,false,true,false,false,indications,1.44,1.65
Griseofulvin is not indicated for the treatment of tinea corporis.,Griseofulvin,tinea corporis,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",false,true,true,false,false,indications,1.44,1.65
Griseofulvin is indicated for the treatment of tinea corporis.,Griseofulvin,tinea corporis,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",true,false,true,false,false,indications,1.44,1.65
Griseofulvin is not indicated for the treatment of vascular diseases.,Griseofulvin,vascular diseases,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",true,true,true,false,false,indications,1.44,3.45
Griseofulvin is not indicated for the treatment of tinea cruris.,Griseofulvin,tinea cruris,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",false,true,true,false,false,indications,1.44,1.03
Griseofulvin is indicated for the treatment of tinea cruris.,Griseofulvin,tinea cruris,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",true,false,true,false,false,indications,1.44,1.03
Griseofulvin is not indicated for the treatment of extrapyramidal disorders.,Griseofulvin,extrapyramidal disorders,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",true,true,true,false,false,indications,1.44,1.61
Griseofulvin is indicated for the treatment of melanoma.,Griseofulvin,melanoma,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",false,false,true,false,false,indications,1.44,3.18
Griseofulvin is not indicated for the treatment of tinea pedis.,Griseofulvin,tinea pedis,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",false,true,true,false,false,indications,1.44,1.85
Griseofulvin is indicated for the treatment of tinea pedis.,Griseofulvin,tinea pedis,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",true,false,true,false,false,indications,1.44,1.85
Griseofulvin is not indicated for the treatment of rheumatism.,Griseofulvin,rheumatism,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",true,true,true,false,false,indications,1.44,2.62
Griseofulvin is indicated for the treatment of histiocytosis.,Griseofulvin,histiocytosis,"ringworm infections, tinea barbae, tinea corporis, tinea cruris, tinea pedis",false,false,true,false,false,indications,1.44,1.57
Ragweed pollen extract is not indicated for the treatment of allergic reaction.,Ragweed pollen extract,allergic reaction,allergic reaction,false,true,true,false,false,indications,2.17,3.73
Ragweed pollen extract is indicated for the treatment of allergic reaction.,Ragweed pollen extract,allergic reaction,allergic reaction,true,false,true,false,false,indications,2.17,3.73
Ragweed pollen extract is not indicated for the treatment of hypertension.,Ragweed pollen extract,hypertension,allergic reaction,true,true,true,false,false,indications,2.17,3.41
Ragweed pollen extract is indicated for the treatment of gastrointestinal disorders.,Ragweed pollen extract,gastrointestinal disorders,allergic reaction,false,false,true,false,false,indications,2.17,3.21
Hydroxyethyl Starch is not indicated for the treatment of blood loss.,Hydroxyethyl Starch,blood loss,"blood loss, shock, trauma",false,true,true,false,false,indications,1.79,4.78
Hydroxyethyl Starch is indicated for the treatment of blood loss.,Hydroxyethyl Starch,blood loss,"blood loss, shock, trauma",true,false,true,false,false,indications,1.79,4.78
Hydroxyethyl Starch is not indicated for the treatment of pulmonary embolisms.,Hydroxyethyl Starch,pulmonary embolisms,"blood loss, shock, trauma",true,true,true,false,false,indications,1.79,1.52
Hydroxyethyl Starch is indicated for the treatment of myocardial infarctions.,Hydroxyethyl Starch,myocardial infarctions,"blood loss, shock, trauma",false,false,true,false,false,indications,1.79,1.57
Hydroxyethyl Starch is not indicated for the treatment of shock.,Hydroxyethyl Starch,shock,"blood loss, shock, trauma",false,true,true,false,false,indications,1.79,4.46
Hydroxyethyl Starch is indicated for the treatment of shock.,Hydroxyethyl Starch,shock,"blood loss, shock, trauma",true,false,true,false,false,indications,1.79,4.46
Hydroxyethyl Starch is not indicated for the treatment of DVT.,Hydroxyethyl Starch,DVT,"blood loss, shock, trauma",true,true,true,false,false,indications,1.79,2.25
