statement,object_1,object_2,correct_object_2,correct,negation,real_object,category,is_true,is_false,is_unvefiriable,multiclass_label
The city of Qui Nhon is located in Jamaica.,Qui Nhon,Jamaica,Vietnam,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Guadalajara is located in Spain.,Guadalajara,Spain,"Mexico, Spain",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Erdemli is not located in Turkey.,Erdemli,Turkey,Turkey,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Klang is located in Guatemala.,Klang,Guatemala,Malaysia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of San Luis Potosí is not located in Mexico.,San Luis Potosí,Mexico,Mexico,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Moscow is not located in Russia.,Moscow,Russia,Russia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Agra is located in India.,Agra,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Bobo-Dioulasso is not located in the United States, RI.",Bobo-Dioulasso,"the United States, RI",Burkina Faso,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Uekimachi-mōno is located in Japan.,Uekimachi-mōno,Japan,Japan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Nanjing is not located in Afghanistan.,Nanjing,Afghanistan,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Chachapoyas is located in Peru.,Chachapoyas,Peru,Peru,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Villavicencio is not located in Colombia.,Villavicencio,Colombia,Colombia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kodīnar is located in India.,Kodīnar,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Zhaotong is not located in China.,Zhaotong,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Eskişehir is located in Norway.,Eskişehir,Norway,Turkey,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
Cebu City is not located in Taiwan.,Cebu City,Taiwan,the Philippines,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Bareilly is not located in Gabon.,Bareilly,Gabon,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Erbil is located in Turkey.,Erbil,Turkey,Iraq,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Mashtūl as Sūq is located in the United States, NJ.",Mashtūl as Sūq,"the United States, NJ",Egypt,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Conakry is located in Guinea.,Conakry,Guinea,Guinea,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Starogard Gdański is located in Poland.,Starogard Gdański,Poland,Poland,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Jingzhi is not located in the United States, WY.",Jingzhi,"the United States, WY",China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Zhumadian is not located in China.,Zhumadian,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Krishnagiri is not located in India.,Krishnagiri,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Sidhi is not located in Sudan.,Sidhi,Sudan,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Daegu is located in the South Korea.,Daegu,the South Korea,the South Korea,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Georgetown is not located in New Caledonia.,Georgetown,New Caledonia,"the United States, KY, the United States, TX, Guyana",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Aznā is located in Puerto Rico.,Aznā,Puerto Rico,Iran,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ufa is not located in Monaco.,Ufa,Monaco,Russia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Budapest is located in Poland.,Budapest,Poland,Hungary,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Santos is not located in Brazil.,Santos,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Hāsimāra is located in India.,Hāsimāra,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Chachapoyas is not located in the United Kingdom.,Chachapoyas,the United Kingdom,Peru,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Songyang is located in China.,Songyang,China,China,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Epe is not located in Nigeria.,Epe,Nigeria,"the Netherlands, Nigeria",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Salem is not located in the United States, MA.",Salem,"the United States, MA","the United States, OR, the United States, MA, India",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Xiaolingwei is not located in Liberia.,Xiaolingwei,Liberia,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Ecatepec de Morelos is not located in New Caledonia.,Ecatepec de Morelos,New Caledonia,Mexico,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Hegang is located in Belize.,Hegang,Belize,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Lonavla is not located in the United States, MN.",Lonavla,"the United States, MN",India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Xinglong is not located in Turkmenistan.,Xinglong,Turkmenistan,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Santiago is located in Bosnia and Herzegovina.,Santiago,Bosnia and Herzegovina,"Peru, the Philippines, Mexico, Brazil, Chile",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Xaçmaz is located in Azerbaijan.,Xaçmaz,Azerbaijan,Azerbaijan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Garango is not located in Burkina Faso.,Garango,Burkina Faso,Burkina Faso,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Samara is located in Russia.,Samara,Russia,Russia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kano is located in Togo.,Kano,Togo,Nigeria,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Barcelona is located in Slovenia.,Barcelona,Slovenia,"Venezuela, Spain",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bobo-Dioulasso is not located in Burkina Faso.,Bobo-Dioulasso,Burkina Faso,Burkina Faso,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Tafí Viejo is not located in Argentina.,Tafí Viejo,Argentina,Argentina,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Hong Kong is not located in Kosovo.,Hong Kong,Kosovo,Hong Kong,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Shantou is not located in Belgium.,Shantou,Belgium,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Chihuahua is located in Mexico.,Chihuahua,Mexico,Mexico,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Austin is located in the United States, TX.",Austin,"the United States, TX","the United States, TX",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Harare is not located in Tajikistan.,Harare,Tajikistan,Zimbabwe,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Guarujá is not located in Brazil.,Guarujá,Brazil,Brazil,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nanchang is located in Ireland.,Nanchang,Ireland,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Algiers is located in Algeria.,Algiers,Algeria,Algeria,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Staten Island is located in the United States, NY.",Staten Island,"the United States, NY","the United States, NY",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Perth is located in Australia.,Perth,Australia,"the United Kingdom, Australia",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Nyíregyháza is located in Burundi.,Nyíregyháza,Burundi,Hungary,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bhiwandi is not located in Benin.,Bhiwandi,Benin,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Unnāo is not located in Albania.,Unnāo,Albania,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Yevlakh is located in the United States, MN.",Yevlakh,"the United States, MN",Azerbaijan,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nieuwegein is not located in the Netherlands.,Nieuwegein,the Netherlands,the Netherlands,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Columbia is located in the United States, MO.",Columbia,"the United States, MO","the United States, TN, the United States, MD, the United States, MO, the United States, SC",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of San Pedro Sula is located in the Honduras.,San Pedro Sula,the Honduras,the Honduras,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Pryluky is located in Eritrea.,Pryluky,Eritrea,Ukraine,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Hortolândia is not located in Eritrea.,Hortolândia,Eritrea,Brazil,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Antananarivo is not located in Madagascar.,Antananarivo,Madagascar,Madagascar,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Coventry is not located in Nigeria.,Coventry,Nigeria,"the United States, RI, the United Kingdom",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Porto Alegre is located in Namibia.,Porto Alegre,Namibia,Brazil,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Guigang is not located in Kyrgyzstan.,Guigang,Kyrgyzstan,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Shah Alam is located in the Solomon Islands.,Shah Alam,the Solomon Islands,Malaysia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Zhanjiang is located in the United States, AL.",Zhanjiang,"the United States, AL",China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Samarinda is not located in Guam.,Samarinda,Guam,Indonesia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Dalnegorsk is not located in Russia.,Dalnegorsk,Russia,Russia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of San Francisco is located in Angola.,San Francisco,Angola,"the United States, CA, Costa Rica, Argentina",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Takeo is located in Cambodia.,Takeo,Cambodia,"Japan, Cambodia",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Aleppo is not located in Syria.,Aleppo,Syria,Syria,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bijie is located in the Northern Mariana Islands.,Bijie,the Northern Mariana Islands,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bulanık is located in Turkey.,Bulanık,Turkey,Turkey,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Gurnee is not located in the United States, IL.",Gurnee,"the United States, IL","the United States, IL",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Yueyang is located in Nigeria.,Yueyang,Nigeria,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Rostov-na-Donu is located in Russia.,Rostov-na-Donu,Russia,Russia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Stockholm is located in Sweden.,Stockholm,Sweden,Sweden,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Gaziantep is not located in Turkey.,Gaziantep,Turkey,Turkey,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Pereslavl’-Zalesskiy is not located in Russia.,Pereslavl’-Zalesskiy,Russia,Russia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of São Luís is located in Pakistan.,São Luís,Pakistan,Brazil,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Daejeon is not located in the South Korea.,Daejeon,the South Korea,the South Korea,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Negara is not located in Indonesia.,Negara,Indonesia,Indonesia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kabul is located in the Bahamas.,Kabul,the Bahamas,Afghanistan,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Ankara is located in Turkey.,Ankara,Turkey,Turkey,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Pindi Bhattian is located in Pakistan.,Pindi Bhattian,Pakistan,Pakistan,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Campo Grande is located in Brazil.,Campo Grande,Brazil,Brazil,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Erzurum is not located in Thailand.,Erzurum,Thailand,Turkey,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Riyadh is located in Saudi Arabia.,Riyadh,Saudi Arabia,Saudi Arabia,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Belgrade is not located in Serbia.,Belgrade,Serbia,Serbia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Eltham is located in the United Kingdom.,Eltham,the United Kingdom,the United Kingdom,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Guadalajara is located in Mexico.,Guadalajara,Mexico,"Mexico, Spain",TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Białystok is located in Thailand.,Białystok,Thailand,Poland,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Hamilton is not located in Canada.,Hamilton,Canada,"New Zealand, the United States, OH, the United Kingdom, Canada",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Moga is not located in India.,Moga,India,India,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Fès is located in Sudan.,Fès,Sudan,Morocco,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Chhātak is located in Bangladesh.,Chhātak,Bangladesh,Bangladesh,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Morelia is located in Mexico.,Morelia,Mexico,Mexico,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Yaoundé is not located in Mauritania.,Yaoundé,Mauritania,Cameroon,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Zhuhai is located in Syria.,Zhuhai,Syria,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Montevideo is located in Togo.,Montevideo,Togo,Uruguay,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Maiquetía is located in Venezuela.,Maiquetía,Venezuela,Venezuela,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Kanchanaburi is not located in Thailand.,Kanchanaburi,Thailand,Thailand,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nanchong is not located in the South Korea.,Nanchong,the South Korea,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Holly Springs is not located in the United States, NC.",Holly Springs,"the United States, NC","the United States, NC",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Protvino is not located in the United States, ID.",Protvino,"the United States, ID",Russia,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sofia is not located in Bulgaria.,Sofia,Bulgaria,Bulgaria,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of La Troncal is located in Libya.,La Troncal,Libya,Ecuador,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nahāvand is located in Iran.,Nahāvand,Iran,Iran,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Columbus is not located in the United States, GA.",Columbus,"the United States, GA","the United States, GA, the United States, IN, the United States, OH",FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Gorakhpur is not located in the United States, MO.",Gorakhpur,"the United States, MO",India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Aprilia is not located in Australia.,Aprilia,Australia,Italy,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Shādegān is located in Iran.,Shādegān,Iran,Iran,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Foshan is located in Argentina.,Foshan,Argentina,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Béchar is not located in Algeria.,Béchar,Algeria,Algeria,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Pathānkot is located in the United States, NC.",Pathānkot,"the United States, NC",India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
Cebu City is not located in the Philippines.,Cebu City,the Philippines,the Philippines,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Izhevsk is located in Fiji.,Izhevsk,Fiji,Russia,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Nagornyy is not located in Russia.,Nagornyy,Russia,Russia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Kunnamkulam is not located in the United States, NC.",Kunnamkulam,"the United States, NC",India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Qinhuangdao is not located in Lesotho.,Qinhuangdao,Lesotho,China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Gudalur is located in Norway.,Gudalur,Norway,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Niksar is located in Turkey.,Niksar,Turkey,Turkey,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Rabat is not located in Zimbabwe.,Rabat,Zimbabwe,Morocco,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Brussels is not located in Thailand.,Brussels,Thailand,Belgium,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Yiwu is located in Estonia.,Yiwu,Estonia,China,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Dahegām is not located in Puerto Rico.,Dahegām,Puerto Rico,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Vadodara is not located in the United Kingdom.,Vadodara,the United Kingdom,India,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Minglanilla is located in the Philippines.,Minglanilla,the Philippines,the Philippines,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Duque de Caxias is not located in the United States, OK.",Duque de Caxias,"the United States, OK",Brazil,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sydney is not located in Malawi.,Sydney,Malawi,"Canada, Australia",TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Aracati is not located in Rwanda.,Aracati,Rwanda,Brazil,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Białystok is not located in Sierra Leone.,Białystok,Sierra Leone,Poland,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Sanaa is located in Iran.,Sanaa,Iran,the Yemen,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Asunción is not located in Paraguay.,Asunción,Paraguay,Paraguay,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Indianapolis is located in Czechia.,Indianapolis,Czechia,"the United States, IN",FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Fukuoka is not located in Japan.,Fukuoka,Japan,Japan,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Shulin is not located in the Northern Mariana Islands.,Shulin,the Northern Mariana Islands,Taiwan,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Bulanık is not located in Turkey.,Bulanık,Turkey,Turkey,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Scafati is located in Guam.,Scafati,Guam,Italy,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kaunas is not located in Kenya.,Kaunas,Kenya,Lithuania,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Cancún is located in Senegal.,Cancún,Senegal,Mexico,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Rāmachandrapuram is located in Tajikistan.,Rāmachandrapuram,Tajikistan,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Carrizal is not located in the United States, AK.",Carrizal,"the United States, AK",Venezuela,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Zhytomyr is not located in Spain.,Zhytomyr,Spain,Ukraine,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Saint-Brieuc is not located in France.,Saint-Brieuc,France,France,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Calgary is located in Canada.,Calgary,Canada,Canada,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Jáltipan de Morelos is not located in Mexico.,Jáltipan de Morelos,Mexico,Mexico,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Bhiwandi is located in India.,Bhiwandi,India,India,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
"The city of Dazhou is not located in the United States, MT.",Dazhou,"the United States, MT",China,TRUE,TRUE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Guangzhou is not located in China.,Guangzhou,China,China,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Osogbo is located in Nigeria.,Osogbo,Nigeria,Nigeria,TRUE,FALSE,TRUE,cities,TRUE,FALSE,FALSE,1
The city of Rājshāhi is located in the U.S. Virgin Islands.,Rājshāhi,the U.S. Virgin Islands,Bangladesh,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Kiskunfélegyháza is not located in Hungary.,Kiskunfélegyháza,Hungary,Hungary,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Vaijāpur is located in Vanuatu.,Vaijāpur,Vanuatu,India,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
The city of Buraydah is not located in Saudi Arabia.,Buraydah,Saudi Arabia,Saudi Arabia,FALSE,TRUE,TRUE,cities,FALSE,TRUE,FALSE,0
"The city of Abadeh is located in the United States, MS.",Abadeh,"the United States, MS",Iran,FALSE,FALSE,TRUE,cities,FALSE,TRUE,FALSE,0
