statement,object_1,object_2,correct_object_2,correct,negation,real_object,category
Goldbricking is a type of a dodging.,goldbricking,dodging,"dodging, escape, evasion",TRUE,FALSE,TRUE,types
Grandmother is not a type of a grandparent.,grandmother,grandparent,grandparent,FALSE,TRUE,TRUE,types
Proletariat is a type of class.,proletariat,class,"socio-economic class, stratum, class, social class",TRUE,FALSE,TRUE,types
Maja is a type of an arthropod genus.,maja,arthropod genus,arthropod genus,TRUE,FALSE,TRUE,types
Mumbler is not a type of a talker.,mumbler,talker,"speaker, talker, utterer, verbaliser, verbalizer",FALSE,TRUE,TRUE,types
Silva is not a type of wittiness.,silva,wittiness,"forest, timber, timberland, woodland",TRUE,TRUE,TRUE,types
Tailing is a type of an evacuation.,tailing,evacuation,"chase, following, pursual, pursuit",FALSE,FALSE,TRUE,types
Quivering is not a type of a motion.,quivering,motion,"motility, movement, motion, move",FALSE,TRUE,TRUE,types
Chunga is a type of a specialiser.,chunga,specialiser,"wader, wading bird",FALSE,FALSE,TRUE,types
Pes is not a type of a pedal extremity.,pes,pedal extremity,"vertebrate foot, pedal extremity",FALSE,TRUE,TRUE,types
Jailbird is a type of a potential unit.,jailbird,potential unit,"criminal, crook, felon, malefactor, outlaw",FALSE,FALSE,TRUE,types
Cartel is not a type of a consortium.,cartel,consortium,"consortium, pool, syndicate",FALSE,TRUE,TRUE,types
Timberland is not a type of a chili.,timberland,chili,"solid ground, terra firma, biome, ground, land, dry land, earth",TRUE,TRUE,TRUE,types
Buna is a type of a sex gland.,buna,sex gland,"rubber, synthetic rubber",FALSE,FALSE,TRUE,types
Licentiousness is a type of a note.,licentiousness,note,immorality,FALSE,FALSE,TRUE,types
Shitwork is a type of a steroid hormone.,shitwork,steroid hormone,"chore, job, task",FALSE,FALSE,TRUE,types
Buna is not a type of a rubber.,buna,rubber,"rubber, synthetic rubber",FALSE,TRUE,TRUE,types
Scrubbing is not a type of a cleansing.,scrubbing,cleansing,"cleaning, cleansing, cleanup",FALSE,TRUE,TRUE,types
Incompleteness is not a type of an attention.,incompleteness,attention,"integrity, unity, wholeness",TRUE,TRUE,TRUE,types
Chlorpromazine is a type of a faery.,chlorpromazine,faery,"antipsychotic, antipsychotic agent, antipsychotic drug, major tranquilizer, major tranquilliser, major tranquillizer, neuroleptic, neuroleptic agent, neuroleptic drug, phenothiazine, thiodiphenylamine",FALSE,FALSE,TRUE,types
Attendee is not a type of an ammo.,attendee,ammo,"participant, player",TRUE,TRUE,TRUE,types
Enjoining is a type of a proscription.,enjoining,proscription,"prohibition, proscription, ban",TRUE,FALSE,TRUE,types
Delegation is a type of a vice crime.,delegation,vice crime,"authorisation, authorization, empowerment",FALSE,FALSE,TRUE,types
Woodworking is a type of craft.,woodworking,craft,"trade, craft",TRUE,FALSE,TRUE,types
Masjid is a type of a house of god.,masjid,house of god,"place of worship, house of prayer, house of worship, house of god",TRUE,FALSE,TRUE,types
Viewing is a type of a display.,viewing,display,display,TRUE,FALSE,TRUE,types
Gemstone is a type of a crystal.,gemstone,crystal,crystal,TRUE,FALSE,TRUE,types
Haystack is not a type of a robbery.,haystack,robbery,stack,TRUE,TRUE,TRUE,types
Rumor is a type of a gossip.,rumor,gossip,"comment, gossip, scuttlebutt",TRUE,FALSE,TRUE,types
Ptomaine is a type of a worktable.,ptomaine,worktable,"food poisoning, gastrointestinal disorder",FALSE,FALSE,TRUE,types
Undersoil is a type of a dirt.,undersoil,dirt,"dirt, soil",TRUE,FALSE,TRUE,types
Entirety is not a type of completeness.,entirety,completeness,completeness,FALSE,TRUE,TRUE,types
Mourner is a type of a reproval.,mourner,reproval,"unfortunate, unfortunate person",FALSE,FALSE,TRUE,types
Docker is a type of a gonadotrophin.,docker,gonadotrophin,"jack, laborer, labourer, manual laborer",FALSE,FALSE,TRUE,types
Sportscaster is not a type of a waste.,sportscaster,waste,announcer,TRUE,TRUE,TRUE,types
Refurbishment is a type of an excreta.,refurbishment,excreta,"improvement, melioration",FALSE,FALSE,TRUE,types
Slothfulness is a type of an assertion.,slothfulness,assertion,"disinclination, hesitancy, hesitation, indisposition, reluctance",FALSE,FALSE,TRUE,types
Details is a type of information.,details,information,"info, information",TRUE,FALSE,TRUE,types
Hemorrhoidectomy is not a type of a surgical procedure.,hemorrhoidectomy,surgical procedure,"operation, surgery, surgical operation, surgical procedure, surgical process",FALSE,TRUE,TRUE,types
Patio is a type of an area.,patio,area,area,TRUE,FALSE,TRUE,types
Glioblastoma is a type of a brain tumour.,glioblastoma,brain tumour,"brain tumor, brain tumour",TRUE,FALSE,TRUE,types
Edibility is a type of a property.,edibility,property,property,TRUE,FALSE,TRUE,types
Eyeglass is not a type of an old woman.,eyeglass,old woman,"lens, lens system, lense",TRUE,TRUE,TRUE,types
Chatterbox is a type of a talker.,chatterbox,talker,"verbalizer, talker, utterer, verbaliser, speaker",TRUE,FALSE,TRUE,types
Defacement is not a type of a name.,defacement,name,"damage, harm, hurt, scathe",TRUE,TRUE,TRUE,types
Collaborator is a type of an immorality.,collaborator,immorality,"accessary, accessory",FALSE,FALSE,TRUE,types
Naughtiness is not a type of a disobedience.,naughtiness,disobedience,disobedience,FALSE,TRUE,TRUE,types
Nonfiction is not a type of an official.,nonfiction,official,prose,TRUE,TRUE,TRUE,types
Amnio is not a type of a chapeau.,amnio,chapeau,"centesis, prenatal diagnosis",TRUE,TRUE,TRUE,types
Tetrahydrocannabinol is not a type of a motility.,tetrahydrocannabinol,motility,"consciousness-altering drug, mind-altering drug, psychoactive drug, psychoactive substance",TRUE,TRUE,TRUE,types
Muggins is a type of a simple.,muggins,simple,"simpleton, simple",TRUE,FALSE,TRUE,types
Ranger is not a type of a treasonist.,ranger,treasonist,"military man, man, military personnel, serviceman",TRUE,TRUE,TRUE,types
Refurbishment is not a type of a melioration.,refurbishment,melioration,"improvement, melioration",FALSE,TRUE,TRUE,types
Imp is not a type of a sprite.,imp,sprite,"faery, faerie, fay, sprite, fairy",FALSE,TRUE,TRUE,types
Hemorrhage is not a type of a haemoprotein.,hemorrhage,haemoprotein,"harm, injury, hurt, trauma",TRUE,TRUE,TRUE,types
Cringle is not a type of a holdfast.,cringle,holdfast,"fastener, fastening, fixing, holdfast",FALSE,TRUE,TRUE,types
Masjid is not a type of a place of worship.,masjid,place of worship,"place of worship, house of prayer, house of worship, house of god",FALSE,TRUE,TRUE,types
Mescaline is a type of a hallucinogenic drug.,mescaline,hallucinogenic drug,"psychedelic drug, psychodelic drug, hallucinogenic drug, hallucinogen",TRUE,FALSE,TRUE,types
Goatherd is a type of a drover.,goatherd,drover,"drover, herder, herdsman",TRUE,FALSE,TRUE,types
Assembler is a type of a computer programme.,assembler,computer programme,"computer program, computer programme, program, programme",TRUE,FALSE,TRUE,types
Formatting is not a type of an info.,formatting,info,"info, information",FALSE,TRUE,TRUE,types
Lethargy is not a type of an inertia.,lethargy,inertia,"inertia, inactiveness, inactivity",FALSE,TRUE,TRUE,types
Timberland is not a type of an outcome.,timberland,outcome,"solid ground, terra firma, biome, ground, land, dry land, earth",TRUE,TRUE,TRUE,types
Goatherd is a type of a royal line.,goatherd,royal line,"drover, herder, herdsman",FALSE,FALSE,TRUE,types
Churl is not a type of cannabis.,churl,cannabis,"disagreeable person, unpleasant person",TRUE,TRUE,TRUE,types
Fumes is not a type of a waste matter.,fumes,waste matter,"gas, waste, waste material, waste matter, waste product",FALSE,TRUE,TRUE,types
Superfund is not a type of a programme.,superfund,programme,"program, programme",FALSE,TRUE,TRUE,types
Hemorrhoidectomy is not a type of an operation.,hemorrhoidectomy,operation,"operation, surgery, surgical operation, surgical procedure, surgical process",FALSE,TRUE,TRUE,types
Muckraker is a type of a disparager.,muckraker,disparager,"depreciator, knocker, detractor, disparager",TRUE,FALSE,TRUE,types
Tansy is a type of a composite plant.,tansy,composite plant,"composite, composite plant",TRUE,FALSE,TRUE,types
Savant is a type of a bookman.,savant,bookman,"bookman, scholar, scholarly person, student",TRUE,FALSE,TRUE,types
Mamma is a type of a female parent.,mamma,female parent,"mother, female parent",TRUE,FALSE,TRUE,types
Organdy is a type of an introduction.,organdy,introduction,muslin,FALSE,FALSE,TRUE,types
Arab is not a type of cleverness.,arab,cleverness,"mount, riding horse, saddle horse",TRUE,TRUE,TRUE,types
Pretext is a type of an authority.,pretext,authority,"pretence, pretense, dissembling, feigning",FALSE,FALSE,TRUE,types
Springbok is not a type of a gazelle.,springbok,gazelle,gazelle,FALSE,TRUE,TRUE,types
Violinist is a type of a denture.,violinist,denture,"instrumentalist, player, musician",FALSE,FALSE,TRUE,types
Peril is a type of a danger.,peril,danger,danger,TRUE,FALSE,TRUE,types
Debater is a type of a note.,debater,note,"controversialist, disputant, eristic",FALSE,FALSE,TRUE,types
Bioweapon is a type of a shaping.,bioweapon,shaping,"w.m.d., weapon of mass destruction, wmd",FALSE,FALSE,TRUE,types
Fluorescein is a type of a dye.,fluorescein,dye,"absorption indicator, dye, dyestuff",TRUE,FALSE,TRUE,types
Merchandise is a type of an audacity.,merchandise,audacity,"trade good, good, commodity",FALSE,FALSE,TRUE,types
Aborigine is not a type of a soul.,aborigine,soul,"soul, individual, mortal, person, somebody, someone",FALSE,TRUE,TRUE,types
Ladyfish is a type of a hemoprotein.,ladyfish,hemoprotein,"tarpon, tarpon atlanticus",FALSE,FALSE,TRUE,types
Corduroys is a type of an assortment.,corduroys,assortment,"pair of trousers, pant, trousers",FALSE,FALSE,TRUE,types
Illness is not a type of an ill health.,illness,ill health,"health problem, ill health, unhealthiness",FALSE,TRUE,TRUE,types
Hemorrhage is not a type of a region.,hemorrhage,region,"harm, injury, hurt, trauma",TRUE,TRUE,TRUE,types
Chlorpromazine is not a type of a kid.,chlorpromazine,kid,"antipsychotic, antipsychotic agent, antipsychotic drug, major tranquilizer, major tranquilliser, major tranquillizer, neuroleptic, neuroleptic agent, neuroleptic drug, phenothiazine, thiodiphenylamine",TRUE,TRUE,TRUE,types
Trend is not a type of an inclination.,trend,inclination,"disposition, tendency, inclination",FALSE,TRUE,TRUE,types
Rumor is a type of a depilation.,rumor,depilation,"comment, gossip, scuttlebutt",FALSE,FALSE,TRUE,types
Crux is not a type of a point.,crux,point,point,FALSE,TRUE,TRUE,types
Aborigine is a type of a stack.,aborigine,stack,"soul, individual, mortal, person, somebody, someone",FALSE,FALSE,TRUE,types
Veiling is a type of a meshing.,veiling,meshing,"meshing, net, network, mesh, meshwork",TRUE,FALSE,TRUE,types
Prelim is a type of an examination.,prelim,examination,"exam, examination, test",TRUE,FALSE,TRUE,types
Wanderlust is a type of a biology.,wanderlust,biology,"impulse, urge",FALSE,FALSE,TRUE,types
Gyre is a type of a round shape.,gyre,round shape,round shape,TRUE,FALSE,TRUE,types
Oneness is a type of a pairing.,oneness,pairing,"identicalness, identity, indistinguishability",FALSE,FALSE,TRUE,types
Oneness is not a type of an indistinguishability.,oneness,indistinguishability,"identicalness, identity, indistinguishability",FALSE,TRUE,TRUE,types
Yardmaster is a type of a discomfort.,yardmaster,discomfort,"dispatcher, railroad man, railroader, railway man, railwayman, trainman",FALSE,FALSE,TRUE,types
Aviatrix is not a type of a trainman.,aviatrix,trainman,"aeronaut, airman, aviator, flier, flyer",TRUE,TRUE,TRUE,types
Fraternization is not a type of an association.,fraternization,association,association,FALSE,TRUE,TRUE,types
Yardmaster is not a type of a trickster.,yardmaster,trickster,"dispatcher, railroad man, railroader, railway man, railwayman, trainman",TRUE,TRUE,TRUE,types
Kava is a type of an alcoholic drink.,kava,alcoholic drink,"alcohol, alcoholic beverage, alcoholic drink, inebriant, intoxicant",TRUE,FALSE,TRUE,types
Kitbag is a type of a program.,kitbag,program,"back pack, backpack, haversack, knapsack, packsack, rucksack",FALSE,FALSE,TRUE,types
Pavilion is a type of a collapsible shelter.,pavilion,collapsible shelter,"collapsible shelter, tent",TRUE,FALSE,TRUE,types
Victuals is not a type of a nutrient.,victuals,nutrient,"food, nutrient",FALSE,TRUE,TRUE,types
Yuletide is not a type of a season.,yuletide,season,season,FALSE,TRUE,TRUE,types
Inch is not a type of a linear unit.,inch,linear unit,"linear unit, linear measure",FALSE,TRUE,TRUE,types
Mourner is not a type of an unfortunate person.,mourner,unfortunate person,"unfortunate, unfortunate person",FALSE,TRUE,TRUE,types
Incrimination is not a type of an accusation.,incrimination,accusation,"accusal, accusation",FALSE,TRUE,TRUE,types
Muckraker is a type of a memory.,muckraker,memory,"depreciator, knocker, detractor, disparager",FALSE,FALSE,TRUE,types
Yardmaster is a type of a duration.,yardmaster,duration,"dispatcher, railroad man, railroader, railway man, railwayman, trainman",FALSE,FALSE,TRUE,types
Goatherd is a type of a herdsman.,goatherd,herdsman,"drover, herder, herdsman",TRUE,FALSE,TRUE,types
Ricochet is not a type of a trainman.,ricochet,trainman,"rebound, backlash, recoil, repercussion",TRUE,TRUE,TRUE,types
Bemusement is not a type of a disarray.,bemusement,disarray,"confusedness, confusion, disarray, mental confusion, muddiness",FALSE,TRUE,TRUE,types
Trend is not a type of acquisitiveness.,trend,acquisitiveness,"disposition, tendency, inclination",TRUE,TRUE,TRUE,types
Herder is not a type of an unfavorable judgment.,herder,unfavorable judgment,"hired hand, hired man, hand",TRUE,TRUE,TRUE,types
Discontinuation is not a type of an ending.,discontinuation,ending,"termination, ending, conclusion",FALSE,TRUE,TRUE,types
Wyvern is a type of a dragon.,wyvern,dragon,"dragon, firedrake",TRUE,FALSE,TRUE,types
Organdy is not a type of a posture.,organdy,posture,muslin,TRUE,TRUE,TRUE,types
Tendon is not a type of a connective tissue.,tendon,connective tissue,connective tissue,FALSE,TRUE,TRUE,types
Anthracite is not a type of a coal.,anthracite,coal,coal,FALSE,TRUE,TRUE,types
Cartel is a type of a pool.,cartel,pool,"consortium, pool, syndicate",TRUE,FALSE,TRUE,types
Wedding is a type of a party.,wedding,party,party,TRUE,FALSE,TRUE,types
Kava is not a type of a bowl.,kava,bowl,"alcohol, alcoholic beverage, alcoholic drink, inebriant, intoxicant",TRUE,TRUE,TRUE,types
Hertz is not a type of adeptness.,hertz,adeptness,rate,TRUE,TRUE,TRUE,types
Tricker is a type of a service man.,tricker,service man,"bad hat, mischief-maker, trouble maker, troublemaker, troubler",FALSE,FALSE,TRUE,types
Caressing is not a type of a structure.,caressing,structure,"arousal, foreplay, stimulation",TRUE,TRUE,TRUE,types
Qualifying is not a type of a t.b..,qualifying,t.b.,grammatical relation,TRUE,TRUE,TRUE,types
Captainship is not a type of an entranceway.,captainship,entranceway,"berth, billet, office, place, position, post, situation, spot",TRUE,TRUE,TRUE,types
Mismanagement is not a type of a direction.,mismanagement,direction,"direction, management",FALSE,TRUE,TRUE,types
Kitbag is not a type of a tendency.,kitbag,tendency,"back pack, backpack, haversack, knapsack, packsack, rucksack",TRUE,TRUE,TRUE,types
Scrubbing is a type of a cleaning.,scrubbing,cleaning,"cleaning, cleansing, cleanup",TRUE,FALSE,TRUE,types
Veiling is not a type of a mesh.,veiling,mesh,"meshing, net, network, mesh, meshwork",FALSE,TRUE,TRUE,types
1890s is a type of a decade.,1890s,decade,"decade, decennary, decennium",TRUE,FALSE,TRUE,types
